,ID,Photo,Name,Age,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,CAM,CB,CDM,CF,CM,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,Preferred Positions,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
524,138412,https://cdn.sofifa.org/players/4/18/138412.png,J. Milner,31,England,https://cdn.sofifa.org/flags/14.png,80,80,Liverpool,https://cdn.sofifa.org/24/18/teams/9.png,€9.5M,€110K,2155,69,79,72,73,78,86,85,81,77,66,77,1,1,1,1,1,69,76,64,81,77,76,83,75,84,84,85,79,66,91,77,73,77,76,77.0,76.0,80.0,76.0,80.0,77.0,79.0,76.0,80.0,80.0,76.0,78.0,75.0,76.0,80.0,CM LB ,77.0,79.0,76.0,80.0,80.0,76.0,78.0,75.0,76.0,80.0,75.0
525,134744,https://cdn.sofifa.org/players/4/18/134744.png,A. Hutchinson,34,Canada,https://cdn.sofifa.org/flags/70.png,80,80,Beşiktaş JK,https://cdn.sofifa.org/24/18/teams/327.png,€4.5M,€56K,2065,68,69,67,62,80,82,70,67,74,63,64,8,12,9,6,16,75,80,60,76,61,75,76,64,83,85,73,73,69,92,80,79,66,63,73.0,77.0,79.0,72.0,77.0,73.0,78.0,77.0,77.0,79.0,72.0,74.0,72.0,72.0,78.0,CM CDM ,73.0,78.0,77.0,77.0,79.0,72.0,74.0,72.0,72.0,78.0,72.0
526,121944,https://cdn.sofifa.org/players/4/18/121944.png,B. Schweinsteiger,32,Germany,https://cdn.sofifa.org/flags/21.png,81,81,Chicago Fire Soccer Club,https://cdn.sofifa.org/24/18/teams/693.png,€13.5M,€13K,2134,40,80,66,63,80,88,76,82,71,69,78,14,14,13,13,11,78,80,80,84,80,68,77,75,83,82,82,75,39,64,74,77,84,82,76.0,76.0,78.0,74.0,79.0,76.0,71.0,76.0,79.0,78.0,74.0,72.0,73.0,72.0,72.0,CDM CM ,76.0,71.0,76.0,79.0,78.0,74.0,72.0,73.0,72.0,72.0,73.0
527,110677,https://cdn.sofifa.org/players/4/18/110677.png,Moyá,33,Spain,https://cdn.sofifa.org/flags/45.png,81,81,Atlético Madrid,https://cdn.sofifa.org/24/18/teams/240.png,€9M,€46K,1184,46,22,54,49,24,39,11,16,13,11,12,85,78,82,81,79,12,11,62,35,16,13,11,10,75,31,21,14,34,30,14,57,62,13,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
528,108080,https://cdn.sofifa.org/players/4/18/108080.png,S. Lichtsteiner,33,Switzerland,https://cdn.sofifa.org/flags/47.png,82,82,Juventus,https://cdn.sofifa.org/24/18/teams/45.png,€8.5M,€115K,2072,76,82,77,79,75,80,82,68,76,45,66,4,3,2,3,2,72,82,75,71,70,78,64,66,82,77,74,82,78,83,82,72,62,62,71.0,79.0,78.0,70.0,74.0,71.0,80.0,79.0,74.0,78.0,70.0,74.0,68.0,72.0,80.0,RM RB ,71.0,80.0,79.0,74.0,78.0,70.0,74.0,68.0,72.0,80.0,68.0
529,54050,https://cdn.sofifa.org/players/4/18/54050.png,W. Rooney,31,England,https://cdn.sofifa.org/flags/14.png,81,81,Everton,https://cdn.sofifa.org/24/18/teams/7.png,€15.5M,€120K,2127,67,81,71,77,80,88,78,84,73,80,81,10,11,13,8,7,75,54,76,82,79,48,83,79,83,81,86,37,68,78,51,83,80,83,78.0,63.0,68.0,78.0,77.0,78.0,63.0,63.0,77.0,68.0,78.0,77.0,79.0,77.0,66.0,ST CAM ,78.0,63.0,63.0,77.0,68.0,78.0,77.0,79.0,77.0,66.0,79.0
530,49369,https://cdn.sofifa.org/players/4/18/49369.png,Fernando Torres,33,Spain,https://cdn.sofifa.org/flags/45.png,81,81,Atlético Madrid,https://cdn.sofifa.org/24/18/teams/240.png,€11M,€68K,1884,74,62,74,54,81,69,68,80,82,77,63,14,13,8,9,10,77,20,75,51,73,17,74,82,73,79,83,18,77,61,22,76,76,81,77.0,45.0,50.0,79.0,68.0,77.0,49.0,45.0,68.0,50.0,79.0,75.0,79.0,77.0,53.0,ST ,77.0,49.0,45.0,68.0,50.0,79.0,75.0,79.0,77.0,53.0,79.0
531,49031,https://cdn.sofifa.org/players/4/18/49031.png,S. Sorrentino,38,Italy,https://cdn.sofifa.org/flags/27.png,79,79,Chievo Verona,https://cdn.sofifa.org/24/18/teams/192.png,€850K,€12K,1160,34,22,52,48,20,66,11,14,12,10,11,80,80,65,82,80,10,25,74,34,13,11,20,10,68,36,21,13,40,28,10,74,34,18,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
532,20289,https://cdn.sofifa.org/players/4/18/20289.png,Y. Touré,34,Ivory Coast,https://cdn.sofifa.org/flags/108.png,83,83,Manchester City,https://cdn.sofifa.org/24/18/teams/10.png,€12.5M,€145K,2161,61,78,58,56,82,83,67,82,78,82,86,13,14,6,12,8,72,60,63,81,80,68,89,80,82,84,86,74,64,73,77,92,85,68,80.0,74.0,77.0,80.0,80.0,80.0,72.0,74.0,80.0,77.0,80.0,77.0,79.0,77.0,73.0,CDM CM ,80.0,72.0,74.0,80.0,77.0,80.0,77.0,79.0,77.0,73.0,79.0
533,235243,https://cdn.sofifa.org/players/4/18/235243.png,M. de Ligt,17,Netherlands,https://cdn.sofifa.org/flags/34.png,76,89,Ajax,https://cdn.sofifa.org/24/18/teams/245.png,€11.5M,€7K,1854,62,74,60,44,72,67,47,48,67,44,55,12,11,11,12,10,78,70,80,69,62,75,40,44,72,71,83,74,67,74,77,83,66,40,64.0,75.0,73.0,64.0,68.0,64.0,70.0,75.0,68.0,73.0,64.0,63.0,64.0,61.0,69.0,CB ,64.0,70.0,75.0,68.0,73.0,64.0,63.0,64.0,61.0,69.0,64.0
534,233419,https://cdn.sofifa.org/players/4/18/233419.png,Raphinha,20,Brazil,https://cdn.sofifa.org/flags/54.png,76,84,Vitória Guimarães,https://cdn.sofifa.org/24/18/teams/1887.png,€11.5M,€11K,1841,88,74,81,85,78,78,74,72,82,71,70,8,7,13,8,14,30,48,56,65,67,24,56,74,68,68,78,15,85,73,25,50,72,62,74.0,42.0,54.0,74.0,68.0,74.0,52.0,42.0,68.0,54.0,74.0,75.0,69.0,76.0,58.0,LM ,74.0,52.0,42.0,68.0,54.0,74.0,75.0,69.0,76.0,58.0,69.0
535,230142,https://cdn.sofifa.org/players/4/18/230142.png,Oyarzabal,20,Spain,https://cdn.sofifa.org/flags/45.png,79,86,Real Sociedad,https://cdn.sofifa.org/24/18/teams/457.png,€18M,€33K,1820,71,40,72,69,82,69,81,63,81,75,55,10,6,10,13,11,44,29,58,73,77,35,47,80,81,79,73,30,75,67,32,59,78,64,79.0,45.0,56.0,78.0,73.0,79.0,55.0,45.0,73.0,56.0,78.0,78.0,73.0,79.0,60.0,RW LW ,79.0,55.0,45.0,73.0,56.0,78.0,78.0,73.0,79.0,60.0,73.0
536,229909,https://cdn.sofifa.org/players/4/18/229909.png,A. Lunev,25,Russia,https://cdn.sofifa.org/flags/40.png,78,80,Zenit St. Petersburg,https://cdn.sofifa.org/24/18/teams/100769.png,€9M,€43K,1171,58,26,36,50,17,66+4,16,18,15,14,17,78,73,65,77,85,17,20,60,21,13,15,15,11,72,23,24,12,54,27,20,70,39,13,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
537,227796,https://cdn.sofifa.org/players/4/18/227796.png,C. Pulisic,18,United States,https://cdn.sofifa.org/flags/95.png,78,89,Borussia Dortmund,https://cdn.sofifa.org/24/18/teams/22.png,€16.5M,€31K,1891,93,44,91,92,79,64,65,69,86,71,58,8,12,13,16,14,49,30,86,59,58,28,48,73,77,76,72,37,90,68,32,51,76,70,77.0,45.0,54.0,77.0,69.0,77.0,56.0,45.0,69.0,54.0,77.0,77.0,72.0,78.0,59.0,LM LW RW RM ,77.0,56.0,45.0,69.0,54.0,77.0,77.0,72.0,78.0,59.0,72.0
538,227796,https://cdn.sofifa.org/players/4/18/227796.png,C. Pulisic,18,United States,https://cdn.sofifa.org/flags/95.png,78,89,Borussia Dortmund,https://cdn.sofifa.org/24/18/teams/22.png,€16.5M,€31K,1891,93,44,91,92,79,64,65,69,86,71,58,8,12,13,16,14,49,30,86,59,58,28,48,73,77,76,72,37,90,68,32,51,76,70,77.0,45.0,54.0,77.0,69.0,77.0,56.0,45.0,69.0,54.0,77.0,77.0,72.0,78.0,59.0,LM LW RW RM ,77.0,56.0,45.0,69.0,54.0,77.0,77.0,72.0,78.0,59.0,72.0
539,227536,https://cdn.sofifa.org/players/4/18/227536.png,M. Marega,26,Mali,https://cdn.sofifa.org/flags/126.png,77,77,FC Porto,https://cdn.sofifa.org/24/18/teams/236.png,€9.5M,€17K,1847,81,88,67,40,62,67,53,58,58,79,37,14,7,13,11,11,79,26,74,50,75,32,71,76,74,68,83,28,86,88,34,89,64,71,68.0,53.0,54.0,71.0,62.0,68.0,53.0,53.0,62.0,54.0,71.0,68.0,76.0,68.0,55.0,LM RM ST ,68.0,53.0,53.0,62.0,54.0,71.0,68.0,76.0,68.0,55.0,76.0
540,225663,https://cdn.sofifa.org/players/4/18/225663.png,A. Golovin,21,Russia,https://cdn.sofifa.org/flags/40.png,76,84,CSKA Moscow,https://cdn.sofifa.org/24/18/teams/315.png,€11.5M,€37K,2003,80,59,75,65,79,67,63,73,85,66,68,12,14,14,10,16,38,68,63,72,74,67,52,73,69,77,75,66,83,78,71,54,74,70,76.0,64.0,71.0,75.0,75.0,76.0,70.0,64.0,75.0,71.0,75.0,76.0,70.0,75.0,72.0,LM CDM CM ,76.0,70.0,64.0,75.0,71.0,75.0,76.0,70.0,75.0,72.0,70.0
541,225647,https://cdn.sofifa.org/players/4/18/225647.png,M. Campaña,28,Uruguay,https://cdn.sofifa.org/flags/60.png,79,82,Independiente,https://cdn.sofifa.org/24/18/teams/110093.png,€11M,€23K,1205,40,25,40,44,27,37,21,15,18,16,13,82,75,72,78,82,13,31,60,25,15,12,23,18,67,25,24,18,48,18,16,81,51,12,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
542,225018,https://cdn.sofifa.org/players/4/18/225018.png,F. Andone,24,Romania,https://cdn.sofifa.org/flags/39.png,79,84,RC Deportivo de La Coruña,https://cdn.sofifa.org/24/18/teams/242.png,€17M,€31K,1977,79,83,78,69,76,86,62,58,73,79,55,8,6,11,15,6,76,51,79,53,74,27,74,84,84,64,79,38,78,87,52,75,67,77,73.0,58.0,61.0,76.0,69.0,73.0,61.0,58.0,69.0,61.0,76.0,73.0,78.0,75.0,62.0,ST ,73.0,61.0,58.0,69.0,61.0,76.0,73.0,78.0,75.0,62.0,78.0
543,224069,https://cdn.sofifa.org/players/4/18/224069.png,K. Toko-Ekambi,24,Cameroon,https://cdn.sofifa.org/flags/103.png,76,79,Angers SCO,https://cdn.sofifa.org/24/18/teams/1530.png,€10M,€26K,1761,77,43,76,66,73,71,77,54,78,78,58,10,12,12,8,14,68,21,68,56,69,13,67,82,74,68,74,18,72,67,14,75,52,67,70.0,40.0,46.0,73.0,62.0,70.0,47.0,40.0,62.0,46.0,73.0,72.0,75.0,74.0,52.0,LM LW ST ,70.0,47.0,40.0,62.0,46.0,73.0,72.0,75.0,74.0,52.0,75.0
544,223061,https://cdn.sofifa.org/players/4/18/223061.png,F. Cervi,23,Argentina,https://cdn.sofifa.org/flags/52.png,78,85,SL Benfica,https://cdn.sofifa.org/24/18/teams/234.png,€14.5M,€13K,1890,91,60,92,90,79,81,70,70,84,72,50,12,8,9,11,10,48,33,60,63,65,39,56,74,78,74,68,38,88,72,57,41,73,55,77.0,51.0,59.0,77.0,71.0,77.0,60.0,51.0,71.0,59.0,77.0,77.0,71.0,78.0,63.0,LM ,77.0,60.0,51.0,71.0,59.0,77.0,77.0,71.0,78.0,63.0,71.0
545,221992,https://cdn.sofifa.org/players/4/18/221992.png,H. Lozano,21,Mexico,https://cdn.sofifa.org/flags/83.png,78,85,PSV,https://cdn.sofifa.org/24/18/teams/247.png,€14.5M,€17K,1931,94,42,92,76,77,76,74,69,83,72,59,11,10,14,14,10,56,53,75,68,72,25,64,75,75,71,75,25,93,80,27,57,72,71,76.0,46.0,56.0,77.0,70.0,76.0,58.0,46.0,70.0,56.0,77.0,78.0,74.0,78.0,62.0,RW LW ,76.0,58.0,46.0,70.0,56.0,77.0,78.0,74.0,78.0,62.0,74.0
546,220814,https://cdn.sofifa.org/players/4/18/220814.png,L. Hernández,21,France,https://cdn.sofifa.org/flags/18.png,77,88,Atlético Madrid,https://cdn.sofifa.org/24/18/teams/240.png,€13.5M,€36K,1679,66,77,69,61,65,66,57,38,46,36,28,10,7,8,14,10,80,76,85,58,47,74,34,27,65,67,62,81,64,59,80,72,33,23,52.0,76.0,69.0,51.0,56.0,52.0,70.0,76.0,56.0,69.0,51.0,54.0,54.0,53.0,68.0,LB CB ,52.0,70.0,76.0,56.0,69.0,51.0,54.0,54.0,53.0,68.0,54.0
547,220477,https://cdn.sofifa.org/players/4/18/220477.png,M. Caldara,23,Italy,https://cdn.sofifa.org/flags/27.png,76,85,Atalanta,https://cdn.sofifa.org/24/18/teams/39.png,€10.5M,€73K,1532,59,72,59,70,60,73,31,20,36,34,24,14,9,6,9,5,74,80,71,50,19,78,30,33,73,55,37,76,64,68,79,75,22,40,45.0,75.0,67.0,46.0,51.0,45.0,68.0,75.0,51.0,67.0,46.0,48.0,49.0,45.0,64.0,CB ,45.0,68.0,75.0,51.0,67.0,46.0,48.0,49.0,45.0,64.0,49.0
548,219985,https://cdn.sofifa.org/players/4/18/219985.png,M. Vecino,25,Uruguay,https://cdn.sofifa.org/flags/60.png,78,81,Inter,https://cdn.sofifa.org/24/18/teams/44.png,€13M,€59K,1977,68,72,66,56,79,70,68,60,74,60,58,4,4,4,4,4,60,78,62,76,74,66,56,72,80,80,78,72,68,84,76,76,76,62,75.0,73.0,77.0,74.0,77.0,75.0,74.0,73.0,77.0,77.0,74.0,74.0,71.0,73.0,75.0,CDM CM ,75.0,74.0,73.0,77.0,77.0,74.0,74.0,71.0,73.0,75.0,71.0
549,219932,https://cdn.sofifa.org/players/4/18/219932.png,A. Sanabria,21,Paraguay,https://cdn.sofifa.org/flags/58.png,78,86,Real Betis Balompié,https://cdn.sofifa.org/24/18/teams/449.png,€15.5M,€23K,1851,79,32,81,75,83,76,67,73,82,80,64,8,14,9,14,13,69,21,75,56,65,21,69,80,74,71,75,15,81,70,20,76,72,67,76.0,42.0,49.0,78.0,67.0,76.0,49.0,42.0,67.0,49.0,78.0,76.0,77.0,77.0,53.0,ST ,76.0,49.0,42.0,67.0,49.0,78.0,76.0,77.0,77.0,53.0,77.0
550,219693,https://cdn.sofifa.org/players/4/18/219693.png,Diego Carlos,24,Brazil,https://cdn.sofifa.org/flags/54.png,76,79,FC Nantes,https://cdn.sofifa.org/24/18/teams/71.png,€8M,€22K,1770,72,82,58,57,68,72,35,47,54,26,63,7,10,14,7,11,77,74,80,59,57,75,41,52,74,69,73,69,68,64,77,83,38,29,57.0,75.0,70.0,58.0,61.0,57.0,68.0,75.0,61.0,70.0,58.0,57.0,59.0,55.0,66.0,CB ,57.0,68.0,75.0,61.0,70.0,58.0,57.0,59.0,55.0,66.0,59.0
551,218339,https://cdn.sofifa.org/players/4/18/218339.png,M. Dahoud,21,Germany,https://cdn.sofifa.org/flags/21.png,79,87,Borussia Dortmund,https://cdn.sofifa.org/24/18/teams/22.png,€18.5M,€52K,1979,78,68,87,78,82,59,67,58,81,60,48,14,7,9,12,11,42,67,70,78,78,63,55,65,74,87,72,61,69,85,65,58,81,49,78.0,64.0,73.0,75.0,78.0,78.0,70.0,64.0,78.0,73.0,75.0,76.0,68.0,76.0,73.0,CDM CM ,78.0,70.0,64.0,78.0,73.0,75.0,76.0,68.0,76.0,73.0,68.0
552,217699,https://cdn.sofifa.org/players/4/18/217699.png,I. Slimani,29,Algeria,https://cdn.sofifa.org/flags/97.png,82,82,Leicester City,https://cdn.sofifa.org/24/18/teams/95.png,€22M,€100K,1988,66,86,64,55,75,79,58,73,74,80,47,10,9,6,15,11,91,54,87,61,71,34,74,85,84,73,78,24,72,87,48,85,72,79,74.0,61.0,63.0,77.0,72.0,74.0,59.0,61.0,72.0,63.0,77.0,74.0,80.0,74.0,61.0,ST ,74.0,59.0,61.0,72.0,63.0,77.0,74.0,80.0,74.0,61.0,80.0
553,216547,https://cdn.sofifa.org/players/4/18/216547.png,Rafa,24,Portugal,https://cdn.sofifa.org/flags/38.png,78,83,SL Benfica,https://cdn.sofifa.org/24/18/teams/234.png,€14M,€13K,1846,91,40,91,85,80,77,73,75,83,65,56,9,11,11,12,8,46,43,58,60,64,23,59,78,79,74,71,31,92,64,38,37,75,64,77.0,44.0,54.0,77.0,70.0,77.0,57.0,44.0,70.0,54.0,77.0,77.0,71.0,78.0,61.0,ST RM LM ,77.0,57.0,44.0,70.0,54.0,77.0,77.0,71.0,78.0,61.0,71.0
554,216547,https://cdn.sofifa.org/players/4/18/216547.png,Rafa,24,Portugal,https://cdn.sofifa.org/flags/38.png,78,83,SL Benfica,https://cdn.sofifa.org/24/18/teams/234.png,€14M,€13K,1846,91,40,91,85,80,77,73,75,83,65,56,9,11,11,12,8,46,43,58,60,64,23,59,78,79,74,71,31,92,64,38,37,75,64,77.0,44.0,54.0,77.0,70.0,77.0,57.0,44.0,70.0,54.0,77.0,77.0,71.0,78.0,61.0,ST RM LM ,77.0,57.0,44.0,70.0,54.0,77.0,77.0,71.0,78.0,61.0,71.0
555,216475,https://cdn.sofifa.org/players/4/18/216475.png,Morales,29,Spain,https://cdn.sofifa.org/flags/45.png,78,78,Levante UD,https://cdn.sofifa.org/24/18/teams/1853.png,€10M,€28K,1987,89,58,79,66,77,67,76,78,85,75,71,14,13,13,16,8,54,58,62,63,80,43,68,74,73,71,74,45,88,77,54,53,71,61,76.0,56.0,62.0,77.0,71.0,76.0,65.0,56.0,71.0,62.0,77.0,77.0,73.0,78.0,67.0,RM LM ,76.0,65.0,56.0,71.0,62.0,77.0,77.0,73.0,78.0,67.0,73.0
556,216475,https://cdn.sofifa.org/players/4/18/216475.png,Morales,29,Spain,https://cdn.sofifa.org/flags/45.png,78,78,Levante UD,https://cdn.sofifa.org/24/18/teams/1853.png,€10M,€28K,1987,89,58,79,66,77,67,76,78,85,75,71,14,13,13,16,8,54,58,62,63,80,43,68,74,73,71,74,45,88,77,54,53,71,61,76.0,56.0,62.0,77.0,71.0,76.0,65.0,56.0,71.0,62.0,77.0,77.0,73.0,78.0,67.0,RM LM ,76.0,65.0,56.0,71.0,62.0,77.0,77.0,73.0,78.0,67.0,73.0
557,216409,https://cdn.sofifa.org/players/4/18/216409.png,M. Politano,23,Italy,https://cdn.sofifa.org/flags/27.png,77,82,Sassuolo,https://cdn.sofifa.org/24/18/teams/111974.png,€12M,€52K,1754,85,60,90,84,80,70,75,66,83,69,61,11,12,6,8,11,40,25,38,62,68,12,70,75,75,75,68,12,79,69,12,38,68,67,75.0,34.0,48.0,75.0,67.0,75.0,47.0,34.0,67.0,48.0,75.0,76.0,69.0,77.0,53.0,RW LW ,75.0,47.0,34.0,67.0,48.0,75.0,76.0,69.0,77.0,53.0,69.0
558,216393,https://cdn.sofifa.org/players/4/18/216393.png,Y. Tielemans,20,Belgium,https://cdn.sofifa.org/flags/7.png,80,90,AS Monaco,https://cdn.sofifa.org/24/18/teams/69.png,€23.5M,€35K,2099,52,70,67,76,81,81,76,84,76,73,74,6,8,10,14,12,57,72,65,81,88,64,76,74,76,80,88,69,53,73,72,71,83,78,77.0,69.0,75.0,75.0,79.0,77.0,70.0,69.0,79.0,75.0,75.0,74.0,73.0,74.0,72.0,CAM CM ,77.0,70.0,69.0,79.0,75.0,75.0,74.0,73.0,74.0,72.0,73.0
559,216267,https://cdn.sofifa.org/players/4/18/216267.png,A. Robertson,23,Scotland,https://cdn.sofifa.org/flags/42.png,75,82,Liverpool,https://cdn.sofifa.org/24/18/teams/9.png,€8M,€64K,1926,78,69,81,74,75,67,78,71,74,60,30,11,8,10,7,14,65,73,55,59,61,72,55,64,71,68,67,70,82,81,74,68,69,32,70.0,71.0,71.0,70.0,69.0,70.0,74.0,71.0,69.0,71.0,70.0,72.0,67.0,72.0,74.0,LWB LB ,70.0,74.0,71.0,69.0,71.0,70.0,72.0,67.0,72.0,74.0,67.0
560,216150,https://cdn.sofifa.org/players/4/18/216150.png,D. Zappacosta,25,Italy,https://cdn.sofifa.org/flags/27.png,79,83,Chelsea,https://cdn.sofifa.org/24/18/teams/5.png,€13.5M,€110K,2079,78,75,75,77,73,72,79,72,76,60,59,11,9,8,6,11,68,75,69,66,72,75,59,71,75,72,74,79,85,90,77,71,64,68,71.0,74.0,74.0,72.0,72.0,71.0,78.0,74.0,72.0,74.0,72.0,74.0,71.0,73.0,78.0,RM RWB RB ,71.0,78.0,74.0,72.0,74.0,72.0,74.0,71.0,73.0,78.0,71.0
561,215061,https://cdn.sofifa.org/players/4/18/215061.png,D. Benedetto,27,Argentina,https://cdn.sofifa.org/flags/52.png,78,79,Boca Juniors,https://cdn.sofifa.org/24/18/teams/1877.png,€12M,€29K,1912,78,64,76,66,73,74,61,67,74,80,57,10,14,12,8,11,75,28,88,65,80,25,68,81,75,67,82,27,84,77,27,72,69,71,74.0,48.0,53.0,76.0,67.0,74.0,52.0,48.0,67.0,53.0,76.0,73.0,77.0,74.0,55.0,ST ,74.0,52.0,48.0,67.0,53.0,76.0,73.0,77.0,74.0,55.0,77.0
562,215057,https://cdn.sofifa.org/players/4/18/215057.png,I. Marcone,27,Argentina,https://cdn.sofifa.org/flags/52.png,79,82,Club Atlético Lanús,https://cdn.sofifa.org/24/18/teams/110395.png,€12.5M,€23K,1916,57,81,58,60,73,73,58,59,66,48,60,16,11,12,16,10,73,79,41,83,66,73,59,56,79,78,73,71,42,84,78,82,65,49,67.0,75.0,78.0,65.0,74.0,67.0,71.0,75.0,74.0,78.0,65.0,66.0,64.0,63.0,71.0,CDM ,67.0,71.0,75.0,74.0,78.0,65.0,66.0,64.0,63.0,71.0,64.0
563,213296,https://cdn.sofifa.org/players/4/18/213296.png,N. Bentaleb,22,Algeria,https://cdn.sofifa.org/flags/97.png,80,85,FC Schalke 04,https://cdn.sofifa.org/24/18/teams/34.png,€19.5M,€42K,2071,66,74,76,72,81,80,65,69,84,62,62,9,10,16,9,15,51,78,54,76,80,70,78,68,78,86,84,60,68,77,73,71,82,67,78.0,70.0,77.0,76.0,79.0,78.0,71.0,70.0,79.0,77.0,76.0,76.0,71.0,75.0,74.0,CDM CM ,78.0,71.0,70.0,79.0,77.0,76.0,76.0,71.0,75.0,74.0,71.0
564,213150,https://cdn.sofifa.org/players/4/18/213150.png,S. Kritsyuk,26,Russia,https://cdn.sofifa.org/flags/40.png,79,82,FC Krasnodar,https://cdn.sofifa.org/24/18/teams/112218.png,€11M,€40K,1186,49,27,36,41,23,24,20,12,13,19,20,78,79,73,76,81,17,16,69,21,14,18,14,18,73,31,22,13,47,37,15,67,35,12,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
565,212692,https://cdn.sofifa.org/players/4/18/212692.png,Rony Lopes,21,Portugal,https://cdn.sofifa.org/flags/38.png,77,84,AS Monaco,https://cdn.sofifa.org/24/18/teams/69.png,€12.5M,€29K,1834,83,39,84,86,79,74,71,75,82,70,72,11,10,12,12,11,38,29,51,72,70,30,65,74,72,77,74,27,76,66,28,56,76,56,77.0,41.0,54.0,75.0,70.0,77.0,52.0,41.0,70.0,54.0,75.0,76.0,70.0,76.0,57.0,RM ,77.0,52.0,41.0,70.0,54.0,75.0,76.0,70.0,76.0,57.0,70.0
566,212151,https://cdn.sofifa.org/players/4/18/212151.png,T. Strakosha,22,Albania,https://cdn.sofifa.org/flags/1.png,74,84,Lazio,https://cdn.sofifa.org/24/18/teams/46.png,€7M,€25K,1099,41,20,31,47,15,26,18,14,14,18,12,74,70,73,69,80,11,24,49,22,14,11,21,18,74,26,18,12,46,23,18,56,49,11,,,,,,,,,,,,,,,,GK ,,,,,,,,,,,
567,212150,https://cdn.sofifa.org/players/4/18/212150.png,M. Meyer,21,Germany,https://cdn.sofifa.org/flags/21.png,79,86,FC Schalke 04,https://cdn.sofifa.org/24/18/teams/34.png,€18M,€38K,1853,79,61,91,90,82,78,74,74,84,68,66,8,12,13,11,14,37,41,59,72,61,32,60,74,78,81,45,27,67,78,36,37,81,60,78.0,45.0,59.0,75.0,74.0,78.0,56.0,45.0,74.0,59.0,75.0,78.0,66.0,77.0,61.0,LW CF CAM ,78.0,56.0,45.0,74.0,59.0,75.0,78.0,66.0,77.0,61.0,66.0
568,211688,https://cdn.sofifa.org/players/4/18/211688.png,Gayà,22,Spain,https://cdn.sofifa.org/flags/45.png,79,84,Valencia CF,https://cdn.sofifa.org/24/18/teams/461.png,€14M,€31K,2062,83,74,80,82,76,70,81,80,77,56,49,13,10,9,12,9,60,76,75,75,59,77,52,72,78,78,58,79,89,77,76,61,70,59,74.0,74.0,76.0,72.0,74.0,74.0,78.0,74.0,74.0,76.0,72.0,76.0,68.0,75.0,79.0,LM LB ,74.0,78.0,74.0,74.0,76.0,72.0,76.0,68.0,75.0,79.0,68.0
569,211256,https://cdn.sofifa.org/players/4/18/211256.png,N. Tagliafico,24,Argentina,https://cdn.sofifa.org/flags/52.png,79,84,Independiente,https://cdn.sofifa.org/24/18/teams/110093.png,€14M,€23K,2006,92,73,83,82,75,73,67,61,74,57,40,13,9,10,15,16,76,77,84,66,44,79,46,66,74,69,66,78,85,88,78,62,68,33,70.0,75.0,74.0,70.0,71.0,70.0,78.0,75.0,71.0,74.0,70.0,73.0,68.0,71.0,77.0,CB LB ,70.0,78.0,75.0,71.0,74.0,70.0,73.0,68.0,71.0,77.0,68.0
570,210514,https://cdn.sofifa.org/players/4/18/210514.png,João Cancelo,23,Portugal,https://cdn.sofifa.org/flags/38.png,79,86,Inter,https://cdn.sofifa.org/24/18/teams/44.png,€15M,€31K,2116,93,69,78,74,79,69,80,81,82,59,69,6,9,15,14,14,64,69,73,73,66,74,46,80,78,78,80,76,91,81,78,66,66,55,76.0,73.0,75.0,77.0,75.0,76.0,78.0,73.0,75.0,75.0,77.0,79.0,74.0,78.0,79.0,RM RW RB ,76.0,78.0,73.0,75.0,75.0,77.0,79.0,74.0,78.0,79.0,74.0
571,208777,https://cdn.sofifa.org/players/4/18/208777.png,Óliver Torres,22,Spain,https://cdn.sofifa.org/flags/45.png,79,85,FC Porto,https://cdn.sofifa.org/24/18/teams/236.png,€17M,€17K,1977,75,58,85,81,82,82,72,77,85,70,64,7,7,14,6,8,52,67,62,79,69,43,64,77,80,81,65,62,67,73,66,38,81,60,79.0,60.0,69.0,77.0,78.0,79.0,68.0,60.0,78.0,69.0,77.0,78.0,70.0,78.0,71.0,CM ,79.0,68.0,60.0,78.0,69.0,77.0,78.0,70.0,78.0,71.0,70.0
